Code_commune_INSEE,Nom_commune,Code_postal,Libelle_acheminement,Ligne_5,coordonnees_gps,blank
1314,ST CHRISTOPHE A BERRY,2290,ST CHRISTOPHE A BERRY,,49.4210899814, 3.18005200266
1316,SANCY LES CHEMINOTS,2880,SANCY LES CHEMINOTS,,49.4238582409, 3.38402828695
1317,SACONIN ET BREUIL,2200,SACONIN ET BREUIL,,49.3519078898, 3.32022130463
1318,STE GENEVIEVE,2340,STE GENEVIEVE,,49.6857429854, 4.02291889368
1319,ST CLEMENT,2360,ST CLEMENT,,49.7487127053, 4.14397175229
1320,ST AUBIN,2300,ST AUBIN,,49.5817295222, 3.19169688143
1321,STE CROIX,2820,STE CROIX,,49.512711001, 3.83344703407
1322,ST ALGIS,2260,ST ALGIS,,49.966610567, 3.91127792949
1323,SERCHES,2220,SERCHES,,49.3180108636, 3.5439628093
1325,DHUYS ET MORIN EN BRIE,2540,DHUYS ET MORIN EN BRIE,FONTENELLE EN BRIE,48.9128673746, 3.4403848461
1328,MARTIGNY COURPIERRE,2860,MARTIGNY COURPIERRE,,49.4877552055, 3.68304619282
1329,MEZIERES SUR OISE,2240,MEZIERES SUR OISE,,49.7790821794, 3.44336123783
1330,MARCY SOUS MARLE,2250,MARCY SOUS MARLE,,49.738528886, 3.80415822108
1331,MERCIN ET VAUX,2200,MERCIN ET VAUX,,49.3519078898, 3.32022130463
1332,MARIZY ST MARD,2470,MARIZY ST MARD,,49.1587462946, 3.23193409616
1333,MONAMPTEUIL,2000,MONAMPTEUIL,,49.5539294526, 3.59337928423
1334,MENNESSIS,2700,MENNESSIS,,49.6402663387, 3.29629531322
1335,MEURIVAL,2160,MEURIVAL,,49.3988991643, 3.73817191868
1336,MAIZY,2160,MAIZY,,49.3988991643, 3.73817191868
1337,LES SEPTVALLONS,2160,LES SEPTVALLONS,MERVAL,49.3988991643, 3.73817191868
1338,LESQUIELLES ST GERMAIN,2120,LESQUIELLES ST GERMAIN,,49.8880905983, 3.64129929098
1338,LOGNY LES AUBENTON,2500,LOGNY LES AUBENTON,,49.890758884, 4.10750632589
1339,MAGNY LA FOSSE,2420,MAGNY LA FOSSE,,49.965313712, 3.25435934968
1341,LICY CLIGNON,2810,LICY CLIGNON,,49.0972662755, 3.19919233532
1342,MACHECOURT,2350,MACHECOURT,,49.6393180069, 3.83480530276
1343,LY FONTAINE,2440,LY FONTAINE,,49.7371553151, 3.27915713778
1344,LEVERGIES,2420,LEVERGIES,,49.965313712, 3.25435934968
1345,MACOGNY,2470,MACOGNY,,49.1587462946, 3.23193409616
1346,LHUYS,2220,LHUYS,,49.3180108636, 3.5439628093
1347,LE NOUVION EN THIERACHE,2170,LE NOUVION EN THIERACHE,,50.0019463297, 3.79418155637
1348,NANTEUIL NOTRE DAME,2210,NANTEUIL NOTRE DAME,,49.2129002416, 3.35011614589
1349,NAMPCELLES LA COUR,2140,NAMPCELLES LA COUR,,49.8210899574, 3.91454720458
1350,NANTEUIL LA FOSSE,2880,NANTEUIL LA FOSSE,,49.4238582409, 3.38402828695
1351,MURET ET CROUTTES,2210,MURET ET CROUTTES,,49.2129002416, 3.35011614589
1352,MOY DE L AISNE,2610,MOY DE L AISNE,,49.7503485769, 3.3508195834
1353,NEUVILLETTE,2390,NEUVILLETTE,,49.8377010181, 3.51039258756
1354,NEUFLIEUX,2300,NEUFLIEUX,,49.5817295222, 3.19169688143
1355,NOGENTEL,2400,NOGENTEL,,49.0643447361, 3.3912505936
1356,NAUROY,2420,NAUROY,,49.965313712, 3.25435934968
1357,MONTIGNY EN ARROUAISE,2110,MONTIGNY EN ARROUAISE,,49.9673733527, 3.44143561655
1358,MONTIGNY LES CONDE,2330,MONTIGNY LES CONDE,,48.9761149923, 3.54081832468
1359,MONTIGNY L ALLIER,2810,MONTIGNY L ALLIER,,49.0972662755, 3.19919233532
1360,MONTCHALONS,2860,MONTCHALONS,,49.4877552055, 3.68304619282
1361,MONTBREHAIN,2110,MONTBREHAIN,,49.9673733527, 3.44143561655
1362,MONTCORNET,2340,MONTCORNET,,49.6857429854, 4.02291889368
1363,MONTLEVON,2330,MONTLEVON,,48.9761149923, 3.54081832468
1364,MONTBAVIN,2000,MONTBAVIN,,49.5539294526, 3.59337928423
1365,MORCOURT,2100,MORCOURT,,49.8685441759, 3.30178111999
1366,MORTIERS,2270,MORTIERS,,49.714634271, 3.5968851996
1367,LANDIFAY ET BERTAIGNEMONT,2120,LANDIFAY ET BERTAIGNEMONT,,49.8880905983, 3.64129929098
1368,LANDOUZY LA VILLE,2140,LANDOUZY LA VILLE,,49.8210899574, 3.91454720458
1369,JOUAIGNES,2220,JOUAIGNES,,49.3180108636, 3.5439628093
1370,LA HERIE,2500,LA HERIE,,49.890758884, 4.10750632589
1371,JUVIGNY,2880,JUVIGNY,,49.4238582409, 3.38402828695
1372,JEANTES,2140,JEANTES,,49.8210899574, 3.91454720458
1373,HOUSSET,2250,HOUSSET,,49.738528886, 3.80415822108
1374,HOURY,2140,HOURY,,49.8210899574, 3.91454720458
1375,LERZY,2260,LERZY,,49.966610567, 3.91127792949
1376,HARY,2140,HARY,,49.8210899574, 3.91454720458
1378,NOUVION ET CATILLON,2270,NOUVION ET CATILLON,PONT A BUCY,49.714634271, 3.5968851996
1379,OSTEL,2370,OSTEL,,49.4107346804, 3.51937274632
1380,OGNES,2300,OGNES,,49.5817295222, 3.19169688143
1381,OISY,2450,OISY,,50.0067534754, 3.69457044766
1382,OHIS,2500,OHIS,,49.890758884, 4.10750632589
1383,ROYAUCOURT ET CHAILVET,2000,ROYAUCOURT ET CHAILVET,,49.5539294526, 3.59337928423
1384,QUINCY SOUS LE MONT,2220,QUINCY SOUS LE MONT,,49.3180108636, 3.5439628093
1385,ROMENY SUR MARNE,2310,ROMENY SUR MARNE,,48.9875725146, 3.27825135374
1386,REMAUCOURT,2100,REMAUCOURT,,49.8685441759, 3.30178111999
1387,RENNEVAL,2340,RENNEVAL,,49.6857429854, 4.02291889368
1388,RETHEUIL,2600,RETHEUIL,,49.2730511855, 3.12339772854
1389,PROISY,2120,PROISY,,49.8880905983, 3.64129929098
1390,REMIES,2270,REMIES,,49.714634271, 3.5968851996
1391,PROIX,2120,PROIX,,49.8880905983, 3.64129929098
1392,TAVAUX ET PONTSERICOURT,2250,TAVAUX ET PONTSERICOURT,,49.738528886, 3.80415822108
1393,SERINGES ET NESLES,2130,SERINGES ET NESLES,,49.1935797302, 3.55982855371
1396,SOMMETTE EAUCOURT,2480,SOMMETTE EAUCOURT,,49.7350949563, 3.17025333523
1397,SILLY LA POTERIE,2460,SILLY LA POTERIE,,49.1801295296, 3.14646603898
1398,SURFONTAINE,2240,SURFONTAINE,,49.7790821794, 3.44336123783
1399,TANNIERES,2220,TANNIERES,,49.3180108636, 3.5439628093
1400,TERGNIER,2700,TERGNIER,,49.6402663387, 3.29629531322
1401,SERVAIS,2700,SERVAIS,,49.6402663387, 3.29629531322
1402,SOUCY,2600,SOUCY,,49.2730511855, 3.12339772854
1403,TERGNIER,2700,TERGNIER,FARGNIERS,49.6402663387, 3.29629531322
1404,AMBERIEU EN BUGEY,1500,AMBERIEU EN BUGEY,,45.9756078125, 5.34313562094
1405,VINCY REUIL ET MAGNY,2340,VINCY REUIL ET MAGNY,,49.6857429854, 4.02291889368
1406,WISSIGNICOURT,2320,WISSIGNICOURT,,49.5132435119, 3.44966195866
1407,BELLENAVES,3330,BELLENAVES,,46.21070511, 3.02004688789
1408,LE BOUCHAUD,3130,LE BOUCHAUD,,46.3489734556, 3.83441218096
1410,ARCHIGNAT,3380,ARCHIGNAT,,46.359524355, 2.44784253368
1410,VOHARIES,2140,VOHARIES,,49.8210899574, 3.91454720458
1411,BAGNEUX,3460,BAGNEUX,,46.6591659055, 3.26064885085
1412,VORGES,2860,VORGES,,49.4877552055, 3.68304619282
1413,BRAIZE,3360,BRAIZE,,46.6639251389, 2.70661035992
1414,LA ROBINE SUR GALABRE,4000,LA ROBINE SUR GALABRE,LAMBERT,44.1282802436, 6.25179168531
1414,PRADS HAUTE BLEONE,4420,PRADS HAUTE BLEONE,MARIAUD,44.1915370123, 6.39634951994
1414,HAUTES DUYES,4380,HAUTES DUYES,AURIBEAU,44.1606174491, 6.13108296701
1415,MEOLANS REVEL,4340,MEOLANS REVEL,REVEL,44.4048142358, 6.43134796483
1416,REVEST DES BROUSSES,4150,REVEST DES BROUSSES,,44.0485937813, 5.61131710182
1417,PRADS HAUTE BLEONE,4420,PRADS HAUTE BLEONE,,44.1915370123, 6.39634951994
1418,LA ROCHETTE,6260,LA ROCHETTE,,43.9759308664, 6.94521623557
1419,PUIMOISSON,4410,PUIMOISSON,,43.8849946548, 6.15663492635
1420,REDORTIERS,4150,REDORTIERS,,44.0485937813, 5.61131710182
1421,CROS DE GEORAND,7630,CROS DE GEORAND,,44.823196527, 4.12827779008
1422,CHATEAUBOURG,7130,CHATEAUBOURG,,44.9316322296, 4.81226403261
1423,CHANDOLAS,7230,CHANDOLAS,,44.4641163394, 4.18572827248
1424,CHALENCON,7240,CHALENCON,,44.8957469778, 4.61507184197
1425,CHAMPAGNE,7340,CHAMPAGNE,,45.2924764647, 4.74577611197
1426,CHIROLS,7380,CHIROLS,,44.6419926535, 4.23684752735
1426,DARBRES,7170,DARBRES,,44.577154025, 4.48966279879
1426,CHAMPIS,7440,CHAMPIS,,44.944716427, 4.72650218637
1427,BOZAS,7410,BOZAS,,45.0785518852, 4.63820208149
1428,BAIRON ET SES ENVIRONS,8390,BAIRON ET SES ENVIRONS,LOUVERGNY,49.5311407275, 4.82165471787
1429,CHAUMONT PORCIEN,8220,CHAUMONT PORCIEN,WADIMONT,49.6447010155, 4.20764091673
1430,CHEMERY CHEHERY,8450,CHEMERY CHEHERY,MALMY,49.6051172684, 4.92625814673
1431,BUZANCY,8240,BUZANCY,SIVRY LES BUZANCY,49.4367865299, 4.95899557171
1432,CHATEAU PORCIEN,8360,CHATEAU PORCIEN,,49.5450302072, 4.21650848613
1433,CHEMERY CHEHERY,8450,CHEMERY CHEHERY,,49.6051172684, 4.92625814673
1434,BRECY BRIERES,8400,BRECY BRIERES,,49.3759788124, 4.68476998487
1435,CHALLERANGE,8400,CHALLERANGE,,49.3759788124, 4.68476998487
1436,CHEVIERES,8250,CHEVIERES,,49.3052152829, 4.87924744188
1437,CHARDENY,8400,CHARDENY,,49.3759788124, 4.68476998487
1439,FLAIGNES HAVYS,8260,FLAIGNES HAVYS,HAVYS,49.8443145713, 4.39580518668
1441,FROMELENNES,8600,FROMELENNES,FLOHIMONT,50.1133571937, 4.82014456381
1442,GUIGNICOURT SUR VENCE,8430,GUIGNICOURT SUR VENCE,,49.640530091, 4.63694395788
1443,LA FRANCHEVILLE,8000,LA FRANCHEVILLE,,49.7589748085, 4.71308364849
1444,GRIVY LOISY,8400,GRIVY LOISY,,49.3759788124, 4.68476998487
1445,HARAUCOURT,8450,HARAUCOURT,,49.6051172684, 4.92625814673
1446,HERBEUVAL,8370,HERBEUVAL,,49.5990875721, 5.27880368483
1447,HAUVINE,8310,HAUVINE,,49.3635077627, 4.43297841227
1448,FLIGNY,8380,FLIGNY,,49.91319612, 4.30466764624
1449,LAIFOUR,8800,LAIFOUR,LA PETITE COMMUNE,49.898909719, 4.79046954849
1450,ISSANCOURT ET RUMEL,8440,ISSANCOURT ET RUMEL,,49.7465336406, 4.81357930291
1450,HERPY L ARLESIENNE,8360,HERPY L ARLESIENNE,,49.5450302072, 4.21650848613
1450,MARS SOUS BOURCQ,8400,MARS SOUS BOURCQ,,49.3759788124, 4.68476998487
1451,LAVAL MORENCY,8150,LAVAL MORENCY,,49.8122244724, 4.52545242673
1452,MARQUIGNY,8390,MARQUIGNY,,49.5311407275, 4.82165471787
1453,MALANDRY,8370,MALANDRY,,49.5990875721, 5.27880368483
1454,LUCQUY,8300,LUCQUY,,49.4890710736, 4.33770775217
1456,LANCON,8250,LANCON,,49.3052152829, 4.87924744188
1457,ILLY,8200,ILLY,,49.736070844, 4.95877999805
2001,RETHEL,8300,RETHEL,PARGNY RESSON,49.4890710736, 4.33770775217
2002,ROCROI,8230,ROCROI,HONGREAU,49.9157903394, 4.51147538743
2003,ST LAMBERT ET MONT DE JEUX,8130,ST LAMBERT ET MONT DE JEUX,,49.4948997956, 4.58771124171
2004,ST LOUP EN CHAMPAGNE,8300,ST LOUP EN CHAMPAGNE,,49.4890710736, 4.33770775217
2005,ST REMY LE PETIT,8300,ST REMY LE PETIT,,49.4890710736, 4.33770775217
2006,PRIX LES MEZIERES,8000,PRIX LES MEZIERES,,49.7589748085, 4.71308364849
2007,REMAUCOURT,8220,REMAUCOURT,,49.6447010155, 4.20764091673
2008,ST FERGEUX,8360,ST FERGEUX,,49.5450302072, 4.21650848613
2008,ST LAURENT,8090,ST LAURENT,,49.7814512769, 4.65888775481
2009,ST MARCEAU,8160,ST MARCEAU,,49.6516847115, 4.77872166277
2010,MONTHERME,8800,MONTHERME,PHADE,49.898909719, 4.79046954849
2011,NOUART,8240,NOUART,LE CHAMPY,49.4367865299, 4.95899557171
2012,MOUZON,8210,MOUZON,AMBLIMONT,49.5753580184, 5.05747412854
2013,LA NEUVILLE A MAIRE,8450,LA NEUVILLE A MAIRE,,49.6051172684, 4.92625814673
2014,NANTEUIL SUR AISNE,8300,NANTEUIL SUR AISNE,,49.4890710736, 4.33770775217
2015,MONTIGNY SUR MEUSE,8170,MONTIGNY SUR MEUSE,,49.9974542935, 4.7285296063
2016,MONTCHEUTIN,8250,MONTCHEUTIN,,49.3052152829, 4.87924744188
2017,LA MONCELLE,8140,LA MONCELLE,,49.7027985967, 5.05389161183
2018,NOUART,8240,NOUART,,49.4367865299, 4.95899557171
2019,OSNES,8110,OSNES,,49.6541821872, 5.19219003172
2020,SIGNY L ABBAYE,8460,SIGNY L ABBAYE,LIBRECY,49.7134288186, 4.4616721559
2021,SERAINCOURT,8220,SERAINCOURT,FOREST,49.6447010155, 4.20764091673
2022,SEVIGNY LA FORET,8230,SEVIGNY LA FORET,,49.9157903394, 4.51147538743
2022,SIGNY L ABBAYE,8460,SIGNY L ABBAYE,,49.7134288186, 4.4616721559
2023,SEMIDE,8400,SEMIDE,,49.3759788124, 4.68476998487
2024,SEMUY,8130,SEMUY,,49.4948997956, 4.58771124171
2025,TAILLY,8240,TAILLY,REMONVILLE,49.4367865299, 4.95899557171
2027,THENORGUES,8240,THENORGUES,,49.4367865299, 4.95899557171
2028,THELONNE,8350,THELONNE,,49.6865527767, 4.88064716793
2029,LE THOUR,8190,LE THOUR,,49.4739708484, 4.1206932066
2030,TOURNES,8090,TOURNES,,49.7814512769, 4.65888775481
2031,TANNAY,8390,TANNAY,,49.5311407275, 4.82165471787
2032,SINGLY,8430,SINGLY,,49.640530091, 4.63694395788
2033,TAIZY,8360,TAIZY,,49.5450302072, 4.21650848613
2034,TOGES,8400,TOGES,,49.3759788124, 4.68476998487
2035,TREMBLOIS LES ROCROI,8150,TREMBLOIS LES ROCROI,,49.8122244724, 4.52545242673
2036,VILLERS LE TOURNEUR,8430,VILLERS LE TOURNEUR,,49.640530091, 4.63694395788
2037,VAUX EN DIEULET,8240,VAUX EN DIEULET,,49.4367865299, 4.95899557171
2038,VAUX LES MOURON,8250,VAUX LES MOURON,,49.3052152829, 4.87924744188
2039,VIREUX MOLHAIN,8320,VIREUX MOLHAIN,,50.0723012487, 4.74304215812
2040,AIGUES JUNTES,9240,AIGUES JUNTES,,43.0066758951, 1.4205570849
2041,ALLIERES,9240,ALLIERES,,43.0066758951, 1.4205570849
